tt0052680,"['Comedy', 'Drama', 'Romance']",CashMcCall,1960-01-27,7.5,"['JamesGarner', 'DeanJagger', 'JosephPevney']",
tt0052997,"['Comedy', 'Crime', 'Thriller']",TheLeagueofGentlemen,1960-04-05,7.1,"['JackHawkins', 'NigelPatrick', 'RogerLivesey', 'RichardAttenborough', 'BryanForbes']",Basil Dearden
tt0053106,"['Drama', 'Romance']",Неотправленноеписьмо,1960-06-27,7.5,"['InnokentiySmoktunovskiy', 'VasiliyLivanov', 'EvgeniyUrbanskiy']",Mikhail Kalatozov
tt0053244,['Drama'],TheSavageInnocents,1960-03-20,7.4,"['AnthonyQuinn', 'PeterOToole', 'CarloGiustini', 'NicholasRay']",Nicholas Ray
tt0053279,['Drama'],LeSignedulion,1962-05-03,7.1,"['JessHahn', 'VanDoude', 'PaulBisciglia', 'ÉricRohmer', 'PaulGégauff', 'ClaudeChabrol']",Éric Rohmer
tt0053459,"['Drama', 'Horror', 'Thriller']",LesYeuxsansvisage,1960-01-11,7.5,"['PierreBrasseur', 'AlexandreRignault']",Georges Franju
tt0053472,"['Drama', 'Crime']",Àboutdesouffle,1960-03-16,7.7,"['RaoulCoutard', 'Jean-PaulBelmondo', 'DanielBoulanger', 'Henri-JacquesHuet', 'ClaudeChabrol', 'GeorgesdeBeauregard']",,,
tt0053579,['Drama'],Akibiyori,1960-11-13,7.7,"['KeijiSada', 'TonSatomi']",Yasujirô Ozu,Yasujirô Ozu,Yasujirô Ozu
tt0053602,['Drama'],TheAngrySilence,1960-03-10,7.4,"['RichardAttenborough', 'MichaelCraig', 'BernardLee', 'BryanForbes']",Guy Green,Guy Green,Guy Green
tt0053604,"['Comedy', 'Drama', 'Romance']",TheApartment,1960-06-15,8.1,"['JackLemmon', 'FredMacMurray', 'RayWalston']",,,
tt0053619,"['Drama', 'Mystery']",Lavventura,1960-05-15,7.6,"['GabrieleFerzetti', 'ToninoGuerra']",
tt0053690,"['Drama', 'Music', 'Romance']",Can-Can,1960-03-09,7.2,"['RobertL.Simpson', 'FrankSinatra', 'MauriceChevalier', 'LouisJourdan', 'WalterLang']",Walter Lang
tt0053724,"['Comedy', 'Drama']",Elcochecito,1960-11-03,7.1,"['JoséIsbert', 'PedroPorcel', 'JoséLuisLópezVázquez', 'MarcoFerreri', 'RafaelAzcona']",Marco Ferreri
tt0053740,"['Crime', 'Drama']",TheCriminal,1960-09-13,7.1,"['StanleyBaker', 'SamWanamaker', 'GrégoireAslan', 'AlunOwen']",Joseph Losey
tt0053750,['Drama'],TheDarkattheTopoftheStairs,1960-09-28,7.0,"['RobertPreston', 'IrvingRavetch', 'WilliamInge', 'MichaelGarrison']",Delbert Mann
tt0053779,"['Comedy', 'Drama']",Ladolcevita,1960-02-05,7.9,"['MarcelloMastroianni', 'EnnioFlaiano', 'PierPaoloPasolini']",
tt0053793,['Drama'],ElmerGantry,1960-06-19,7.3,"['BurtLancaster', 'ArthurKennedy', 'DeanJagger', 'SinclairLewis']",Richard Brooks
tt0053879,['Comedy'],TheGreatImpostor,1961-03-01,7.5,"['TonyCurtis', 'KarlMalden', 'EdmondOBrien', 'ArthurOConnell', 'RobertMulligan']",Robert Mulligan
tt0053901,"['Drama', 'War']",HelltoEternity,1960-08-01,10.0,"['JeffreyHunter', 'DavidJanssen', 'VicDamone']",Phil Karlson
